STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT07,WT07_ATTRIBUTES,WT08,WT08_ATTRIBUTES,WT09,WT09_ATTRIBUTES,WT10,WT10_ATTRIBUTES,WT11,WT11_ATTRIBUTES,WT13,WT13_ATTRIBUTES,WT14,WT14_ATTRIBUTES,WT16,WT16_ATTRIBUTES,WT18,WT18_ATTRIBUTES,WT22,WT22_ATTRIBUTES
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-02-04,0,",,0,0800",0,",,0",,,76,",,0",51,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-02-05,0,",,0,0800",0,",,0",,,66,",,0",46,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-02-06,0,",,0,0800",0,",,0",,,67,",,0",40,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-02-07,0,",,0,0800",0,",,0",,,69,",,0",43,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-02-08,0,",,0,0800",0,",,0",,,75,",,0",43,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-02-09,0,",,0,0800",0,",,0",,,64,",,0",45,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-02-10,0,",,0,0800",0,",,0",,,74,",,0",48,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-02-11,0.06,",,0,0800",0,",,0",,,70,",,0",44,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-02-12,0.17,",,0,0800",0,",,0",,,70,",,0",44,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-02-13,0.02,",,0,0800",0,",,0",,,59,",,0",50,",I,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-02-14,0.01,",,0,0800",0,",,0",,,70,",,0",50,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-02-15,0,",,0,0800",0,",,0",,,70,",,0",40,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-02-16,0.04,",,0,0800",0,",,0",,,70,",,0",40,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-02-17,0.3,",,0,0800",0,",,0",,,,,45,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-02-18,0,",,0,0800",0,",,0",,,53,",,0",38,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-02-19,0,",,0,0800",0,",,0",,,60,",,0",37,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-02-20,0,",,0,0800",0,",,0",,,69,",,0",37,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-02-21,0.12,",,0,0800",0,",,0",,,69,",,0",47,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-02-22,0,",,0,0800",0,",,0",,,63,",,0",43,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-02-23,0,",,0,0800",0,",,0",,,63,",,0",43,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-02-24,0.65,",,0,0800",0,",,0",,,63,",,0",40,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-02-25,0.01,",,0,0800",0,",,0",,,52,",,0",41,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-02-26,0,",,0,0800",0,",,0",,,60,",,0",43,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-02-27,0,",,0,0800",0,",,0",,,68,",,0",47,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-02-28,0.19,",,0,0800",0,",,0",,,62,",,0",43,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-02-29,0,",,0,0800",0,",,0",,,56,",,0",42,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-03-01,0.1,",,0,0800",0,",,0",,,55,",,0",43,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-03-02,0,",,0,0800",0,",,0",,,58,",,0",38,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-03-03,0.4,",,0,0800",0,",,0",,,60,",,0",38,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-03-04,0.04,",,0,0800",0,",,0",,,53,",,0",46,",I,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-03-05,0.02,",,0,0800",0,",,0",,,63,",,0",46,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-03-06,0.53,",,0,0800",0,",,0",,,52,",,0",34,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-03-07,0,",,0,0800",0,",,0",,,60,",,0",34,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-03-08,0.03,",,0,0800",0,",,0",,,60,",,0",34,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-03-09,0.28,",,0,0800",0,",,0",,,60,",,0",34,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-03-10,0,",,0,0800",0,",,0",,,62,",,0",40,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-03-11,0,",,0,0800",0,",,0",,,66,",,0",40,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-03-12,0,",,0,0800",0,",,0",,,67,",,0",40,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-03-13,0,",,0,0800",0,",,0",,,67,",,0",40,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-03-14,0,",,0,0800",0,",,0",,,69,",,0",50,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-03-15,0,",,0,0800",0,",,0",,,71,",,0",48,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-03-16,0,",,0,0800",0,",,0",,,72,",,0",50,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-03-17,0,",,0,0800",0,",,0",,,73,",,0",43,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-03-18,0,"P,,0,0800",0,"P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-03-19,0,",,0,0800",0,",,0",,,73,",,0",44,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-03-20,0,",,0,0800",0,",,0",,,75,",,0",40,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-03-21,0,",,0,0800",0,",,0",,,72,",,0",41,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-03-22,0,",,0,0800",0,",,0",,,69,",,0",35,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-03-23,0,",,0,0800",0,",,0",,,77,",,0",50,",I,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-03-24,0,",,0,0800",0,",,0",,,75,",,0",44,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-03-25,0,",,0,0800",0,",,0",,,71,",,0",41,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-03-26,0,",,0,0800",0,",,0",,,71,",,0",40,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-03-27,0,",,0,0800",0,",,0",,,73,",,0",40,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-03-28,0,",,0,0800",0,",,0",,,73,",,0",40,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-03-29,0,",,0,0800",0,",,0",,,65,",,0",40,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-03-30,0,",,0,0800",0,",,0",,,69,",,0",40,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-03-31,0,",,0,0800",0,",,0",,,74,",,0",40,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-04-01,0,",,0,0800",0,",,0",,,76,",,0",43,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-04-02,0,",,0,0800",0,",,0",,,81,",,0",47,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-04-03,0,",,0,0800",0,",,0",,,87,",,0",55,",I,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-04-04,0,",,0,0800",0,",,0",,,91,",,0",54,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-04-05,0,",,0,0800",0,",,0",,,87,",,0",53,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-04-06,0,",,0,0800",0,",,0",,,82,",,0",53,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-04-07,0,",,0,0800",0,",,0",,,82,",,0",49,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-04-08,0,",,0,0800",0,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-04-09,0,",,0,0800",0,",,0",,,85,",,0",42,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-04-10,0,",,0,0800",0,",,0",,,85,",,0",42,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-04-11,0,",,0,0800",0,",,0",,,77,",,0",49,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-04-12,0,",,0,0800",0,",,0",,,92,",,0",53,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-04-13,0,",,0,0800",0,",,0",,,,,53,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-04-14,0,",,0,0800",0,",,0",,,76,",,0",52,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-04-15,0,",,0,0800",0,",,0",,,68,",,0",43,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-04-16,0,",,0,0800",0,",,0",,,71,",,0",53,",I,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-04-17,0,",,0,0800",0,",,0",,,67,",,0",61,",I,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-04-18,0.56,",,0,0800",0,",,0",,,66,",,0",47,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-04-19,0,",,0,0800",0,",,0",,,67,",,0",42,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-04-20,0,",,0,0800",0,",,0",,,70,",,0",47,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-04-21,0,",,0,0800",0,",,0",,,75,",,0",52,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-04-22,0,",,0,0800",0,",,0",,,76,",,0",49,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-04-23,0,",,0,0800",0,",,0",,,73,",,0",48,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-04-24,0,",,0,0800",0,",,0",,,70,",,0",47,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-04-25,0,",,0,0800",0,",,0",,,75,",,0",48,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-04-26,0,",,0,0800",0,",,0",,,79,",,0",52,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-04-27,0,",,0,0800",0,",,0",,,82,",,0",57,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-04-28,0,",,0,0800",0,",,0",,,87,",,0",52,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-04-29,0,",,0,0800",0,",,0",,,65,",,0",43,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-04-30,0,",,0,0800",0,",,0",,,73,",,0",48,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-05-01,0,",,0,0800",0,",,0",,,85,",,0",52,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-05-02,0,",,0,0800",0,",,0",,,87,",,0",53,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-05-03,0,",,0,0800",0,",,0",,,82,",,0",53,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-05-04,0,",,0,0800",0,",,0",,,85,",,0",52,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-05-05,0,",,0,0800",0,",,0",,,86,",,0",52,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-05-06,0,",,0,0800",0,",,0",,,78,",,0",49,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-05-07,0,",,0,0800",0,",,0",,,82,",,0",55,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-05-08,0,",,0,0800",0,",,0",,,78,",,0",56,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-05-09,0,",,0,0800",0,",,0",,,78,",,0",53,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-05-10,0,",,0,0800",0,",,0",,,81,",,0",54,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-05-11,0,",,0,0800",0,",,0",,,70,",,0",42,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-05-12,0,",,0,0800",0,",,0",,,70,",,0",45,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-05-13,0,",,0,0800",0,",,0",,,80,",,0",51,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-05-14,0,",,0,0800",0,",,0",,,86,",,0",53,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-05-15,0,",,0,0800",0,",,0",,,86,",,0",53,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-05-16,0.06,",,0,0800",0,",,0",,,,,51,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-05-17,0,",,0,0800",0,",,0",,,86,",,0",52,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-05-18,0,",,0,0800",0,",,0",,,83,",,0",52,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-05-19,0,",,0,0800",0,",,0",,,84,",,0",52,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-05-20,0,",,0,0800",0,",,0",,,89,",,0",52,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-05-21,0,",,0,0800",0,",,0",,,96,",,0",66,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-05-22,0,",,0,0800",0,",,0",,,101,",,0",69,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-05-23,0,",,0,0800",0,",,0",,,102,",,0",69,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-05-24,0,",,0,0800",0,",,0",,,102,",,0",70,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-05-25,0,",,0,0800",0,",,0",,,96,",,0",64,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-05-26,0,",,0,0800",0,",,0",,,88,",,0",60,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-05-27,0,",,0,0800",0,",,0",,,87,",,0",62,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-05-28,0,",,0,0800",0,",,0",,,91,",,0",61,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-05-29,0,",,0,0800",0,",,0",,,93,",,0",60,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-05-30,0,",,0,0800",0,",,0",,,91,",,0",55,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-05-31,0,",,0,0800",0,",,0",,,86,",,0",51,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-06-01,0,",,0,0800",0,",,0",,,84,",,0",57,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-06-02,0,",,0,0800",0,",,0",,,90,",,0",57,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-06-03,0,",,0,0800",0,",,0",,,94,",,0",57,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-06-04,0,",,0,0800",0,",,0",,,93,",,0",63,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-06-05,0,",,0,0800",0,",,0",,,101,",,0",56,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00040444,"BAKERSFIELD 5 NW, CA US",35.4186,-119.0508,143.3,2000-06-06,0,",,0,0800",0,",,0",,,84,",,0",55,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
