STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT11,WT11_ATTRIBUTES
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-06-30,0,",,7,0730",0,",,7,",0,",,7,",91,",,7",65,",,7",74,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-07-01,0,",,7,0730",0,",,7,",0,",,7,",94,",,7",69,",,7",72,",,7,0730",1,",,7",1,",,7",,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-07-02,0.04,",,7,0730",0,",,7,",0,",,7,",93,",,7",72,",,7",76,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-07-03,0,",,7,0730",0,",,7,",0,",,7,",88,",,7",64,",,7",67,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-07-04,0,",,7,0730",0,",,7,",0,",,7,",92,",,7",67,",,7",71,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-07-05,0.09,",,7,0730",0,",,7,",0,",,7,",95,",,7",71,",,7",75,",,7,0730",1,",,7",1,",,7",,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-07-06,0,",,7,0730",0,",,7,",0,",,7,",92,",,7",64,",,7",64,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-07-07,0,",,7,0730",0,",,7,",0,",,7,",79,",,7",46,",,7",52,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-07-08,0,",,7,0730",0,",,7,",0,",,7,",83,",,7",49,",,7",53,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-07-09,0,",,7,0730",0,",,7,",0,",,7,",88,",,7",53,",,7",58,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-07-10,0,",,7,0730",0,",,7,",0,",,7,",90,",,7",58,",,7",70,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-07-11,0,",,7,0730",0,",,7,",0,",,7,",88,",,7",53,",,7",55,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-07-12,0,",,7,0730",0,",,7,",0,",,7,",85,",,7",52,",,7",56,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-07-13,0,",,7,0730",0,",,7,",0,",,7,",87,",,7",56,",,7",66,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-07-14,0,",,7,0730",0,",,7,",0,",,7,",92,",,7",65,",,7",67,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-07-15,0,"T,,7,0730",0,",,7,",0,",,7,",87,",,7",67,",,7",69,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-07-16,0.05,",,7,0730",0,",,7,",0,",,7,",95,",,7",68,",,7",70,",,7,0730",1,",,7",1,",,7",,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-07-17,0.03,",,7,0730",0,",,7,",0,",,7,",92,",,7",59,",,7",63,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-07-18,0,",,7,0730",0,",,7,",0,",,7,",82,",,7",54,",,7",58,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-07-19,0,",,7,0730",0,",,7,",0,",,7,",84,",,7",54,",,7",56,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-07-20,0,",,7,0730",0,",,7,",0,",,7,",85,",,7",56,",,7",64,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-07-21,0.1,",,7,0730",0,",,7,",0,",,7,",82,",,7",64,",,7",65,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-07-22,0.03,",,7,0730",0,",,7,",0,",,7,",79,",,7",65,",,7",67,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-07-23,0.02,",,7,0730",0,",,7,",0,",,7,",73,",,7",57,",,7",59,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-07-24,0,"T,,7,0730",0,",,7,",0,",,7,",81,",,7",59,",,7",69,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-07-25,0,"T,,7,0730",0,",,7,",0,",,7,",84,",,7",64,",,7",65,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-07-26,0,",,7,0730",0,",,7,",0,",,7,",88,",,7",61,",,7",64,",,7,0730",,,1,",,7",,,1,",,7",,,1,",,7"
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-07-27,0.43,",,7,0730",0,"T,,7,",0,",,7,",84,",,7",55,",,7",57,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-07-28,0.08,",,7,0730",0,",,7,",0,",,7,",81,",,7",53,",,7",56,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-07-29,0,",,7,0730",0,",,7,",0,",,7,",82,",,7",56,",,7",57,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-07-30,0,",,7,0730",0,",,7,",0,",,7,",84,",,7",55,",,7",57,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-07-31,0,",,7,0730",0,",,7,",0,",,7,",81,",,7",57,",,7",61,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-08-01,1.84,",,7,0730",0,",,7,",0,",,7,",79,",,7",61,",,7",64,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-08-02,0.03,",,7,0730",0,",,7,",0,",,7,",83,",,7",57,",,7",59,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-08-03,0,",,7,0730",0,",,7,",0,",,7,",85,",,7",59,",,7",64,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-08-04,0,",,7,0730",0,",,7,",0,",,7,",87,",,7",59,",,7",60,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-08-05,0,",,7,0730",0,",,7,",0,",,7,",89,",,7",60,",,7",66,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-08-06,0,",,7,0730",0,",,7,",0,",,7,",90,",,7",66,",,7",71,",,7,0730",1,",,7",1,",,7",,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-08-07,1.1,",,7,0730",0,",,7,",0,",,7,",88,",,7",67,",,7",68,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-08-08,0.15,",,7,0730",0,",,7,",0,",,7,",85,",,7",67,",,7",67,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-08-09,0,",,7,0730",0,",,7,",0,",,7,",84,",,7",60,",,7",62,",,7,0730",,,1,",,7",,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-08-10,0.03,",,7,0730",0,",,7,",0,",,7,",84,",,7",62,",,7",65,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-08-11,0,",,7,0730",0,",,7,",0,",,7,",85,",,7",55,",,7",56,",,7,0730",1,",,7",1,",,7",,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-08-12,0.02,",,7,0730",0,",,7,",0,",,7,",86,",,7",56,",,7",62,",,7,0730",1,",,7",1,",,7",,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-08-13,0,"T,,7,0730",0,",,7,",0,",,7,",85,",,7",58,",,7",60,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-08-14,0,",,7,0730",0,",,7,",0,",,7,",87,",,7",60,",,7",61,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-08-15,0,",,7,0730",0,",,7,",0,",,7,",88,",,7",61,",,7",65,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-08-16,0.01,",,7,0730",0,",,7,",0,",,7,",88,",,7",65,",,7",69,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-08-17,0.14,",,7,0730",0,",,7,",0,",,7,",79,",,7",69,",,7",69,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-08-18,0.03,",,7,0730",0,",,7,",0,",,7,",84,",,7",65,",,7",65,",,7,0730",1,",,7",1,",,7",,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-08-19,0.75,",,7,0730",0,",,7,",0,",,7,",84,",,7",64,",,7",66,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-08-20,0,",,7,0730",0,",,7,",0,",,7,",83,",,7",60,",,7",61,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-08-21,0.33,",,7,0730",0,",,7,",0,",,7,",82,",,7",61,",,7",69,",,7,0730",1,",,7",1,",,7",,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-08-22,0.1,",,7,0730",0,",,7,",0,",,7,",83,",,7",59,",,7",59,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-08-23,0.07,",,7,0730",0,",,7,",0,",,7,",75,",,7",52,",,7",54,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-08-24,0,",,7,0730",0,",,7,",0,",,7,",81,",,7",51,",,7",52,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-08-25,0.01,",,7,0730",0,",,7,",0,",,7,",79,",,7",52,",,7",67,",,7,0730",1,",,7",1,",,7",,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-08-26,0.17,",,7,0730",0,",,7,",0,",,7,",76,",,7",66,",,7",70,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-08-27,0,"T,,7,0730",0,",,7,",0,",,7,",88,",,7",69,",,7",70,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-08-28,0,",,7,0730",0,",,7,",0,",,7,",89,",,7",70,",,7",73,",,7,0730",,,,,,,,,,,1,",,7"
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-08-29,0,"T,,7,0730",0,",,7,",0,",,7,",89,",,7",70,",,7",72,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-08-30,0,",,7,0730",0,",,7,",0,",,7,",83,",,7",56,",,7",57,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-08-31,0,",,7,0730",0,",,7,",0,",,7,",79,",,7",54,",,7",55,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-09-01,0,",,7,0730",0,",,7,",0,",,7,",84,",,7",55,",,7",63,",,7,0730",1,",,7",1,",,7",,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-09-02,0.62,",,7,0730",0,",,7,",0,",,7,",88,",,7",63,",,7",70,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-09-03,0,"T,,7,0730",0,",,7,",0,",,7,",89,",,7",70,",,7",71,",,7,0730",1,",,7",1,",,7",,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-09-04,1.13,",,7,0730",0,",,7,",0,",,7,",87,",,7",65,",,7",65,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-09-05,0,",,7,0730",0,",,7,",0,",,7,",90,",,7",65,",,7",70,",,7,0730",1,",,7",1,",,7",,,,,,,1,",,7"
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-09-06,0.4,",,7,0730",0,",,7,",0,",,7,",90,",,7",67,",,7",67,",,7,0730",1,",,7",1,",,7",,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-09-07,0.03,",,7,0730",0,",,7,",0,",,7,",76,",,7",61,",,7",61,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-09-08,0,",,7,0730",0,",,7,",0,",,7,",71,",,7",58,",,7",60,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-09-09,0,",,7,0730",0,",,7,",0,",,7,",66,",,7",54,",,7",54,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-09-10,0.1,",,7,0730",0,",,7,",0,",,7,",59,",,7",54,",,7",56,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-09-11,0.05,",,7,0730",0,",,7,",0,",,7,",64,",,7",55,",,7",57,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-09-12,0,",,7,0730",0,",,7,",0,",,7,",77,",,7",49,",,7",50,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-09-13,0,",,7,0730",0,",,7,",0,",,7,",75,",,7",50,",,7",56,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-09-14,0,"T,,7,0730",0,",,7,",0,",,7,",79,",,7",56,",,7",64,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-09-15,0,",,7,0730",0,",,7,",0,",,7,",85,",,7",63,",,7",68,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-09-16,0,",,7,0730",0,",,7,",0,",,7,",89,",,7",62,",,7",62,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-09-17,0,",,7,0730",0,",,7,",0,",,7,",86,",,7",61,",,7",61,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-09-18,0,",,7,0730",0,",,7,",0,",,7,",87,",,7",61,",,7",63,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-09-19,0,"T,,7,0730",0,",,7,",0,",,7,",88,",,7",63,",,7",64,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-09-20,0.1,",,7,0730",0,",,7,",0,",,7,",80,",,7",61,",,7",63,",,7,0730",1,",,7",1,",,7",,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-09-21,0.18,",,7,0730",0,",,7,",0,",,7,",80,",,7",63,",,7",70,",,7,0730",1,",,7",,,,,,,,,1,",,7"
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-09-22,0,"T,,7,0730",0,",,7,",0,",,7,",81,",,7",49,",,7",49,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-09-23,0,",,7,0730",0,",,7,",0,",,7,",62,",,7",41,",,7",42,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-09-24,0,",,7,0730",0,",,7,",0,",,7,",72,",,7",42,",,7",52,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-09-25,0.35,",,7,0730",0,",,7,",0,",,7,",67,",,7",52,",,7",67,",,7,0730",1,",,7",1,",,7",,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-09-26,0.91,",,7,0730",0,",,7,",0,",,7,",77,",,7",62,",,7",62,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-09-27,0,",,7,0730",0,",,7,",0,",,7,",67,",,7",41,",,7",41,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-09-28,0,",,7,0730",0,",,7,",0,",,7,",63,",,7",41,",,7",46,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-09-29,0.03,",,7,0730",0,",,7,",0,",,7,",71,",,7",38,",,7",38,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-09-30,0.06,",,7,0730",0,",,7,",0,",,7,",64,",,7",38,",,7",45,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-10-01,0.03,",,7,0730",0,",,7,",0,",,7,",66,",,7",45,",,7",54,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-10-02,0.34,",,7,0730",0,",,7,",0,",,7,",64,",,7",54,",,7",64,",,7,0730",1,",,7",1,",,7",,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-10-03,0.01,",,7,0730",0,",,7,",0,",,7,",70,",,7",56,",,7",56,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-10-04,0.02,",,7,0730",0,",,7,",0,",,7,",84,",,7",56,",,7",74,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-10-05,0,",,7,0730",0,",,7,",0,",,7,",74,",,7",40,",,7",42,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-10-06,0.89,",,7,0730",0,",,7,",0,",,7,",61,",,7",42,",,7",61,",,7,0730",1,",,7",1,",,7",,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-10-07,0.68,",,7,0730",0,",,7,",0,",,7,",80,",,7",56,",,7",56,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-10-08,0.06,",,7,0730",0,",,7,",0,",,7,",60,",,7",55,",,7",58,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-10-09,0,"T,,7,0730",0,",,7,",0,",,7,",85,",,7",58,",,7",64,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-10-10,0,",,7,0730",0,",,7,",0,",,7,",85,",,7",59,",,7",59,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-10-11,0.08,",,7,0730",0,",,7,",0,",,7,",78,",,7",54,",,7",54,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-10-12,0,",,7,0730",0,",,7,",0,",,7,",58,",,7",41,",,7",41,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-10-13,0.2,",,7,0730",0,",,7,",0,",,7,",48,",,7",38,",,7",39,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-10-14,0,"T,,7,0730",0,",,7,",0,",,7,",54,",,7",33,",,7",33,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-10-15,0.02,",,7,0730",0,",,7,",0,",,7,",62,",,7",32,",,7",51,",,7,0730",1,",,7",,,,,,,,,1,",,7"
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-10-16,0.02,",,7,0730",0,",,7,",0,",,7,",52,",,7",27,",,7",28,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-10-17,0,",,7,0730",0,",,7,",0,",,7,",57,",,7",28,",,7",41,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-10-18,0,"T,,7,0730",0,",,7,",0,",,7,",48,",,7",24,",,7",24,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-10-19,0,",,7,0730",0,",,7,",0,",,7,",54,",,7",23,",,7",35,",,7,0730",1,",,7",,,,,,,,,1,",,7"
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-10-20,0.05,",,7,0730",0,",,7,",0,",,7,",57,",,7",35,",,7",45,",,7,0730",1,",,7",1,",,7",1,",,7",1,",,7",,,1,",,7"
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-10-21,0.55,",,7,0730",0.3,",,7,",0,",,7,",57,",,7",34,",,7",34,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-10-22,0,",,7,0730",0,",,7,",0,",,7,",46,",,7",30,",,7",31,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-10-23,0,",,7,0730",0,",,7,",0,",,7,",59,",,7",31,",,7",40,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-10-24,0,",,7,0730",0,",,7,",0,",,7,",56,",,7",31,",,7",31,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-10-25,0,",,7,0730",0,",,7,",0,",,7,",49,",,7",25,",,7",25,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-10-26,0,",,7,0730",0,",,7,",0,",,7,",49,",,7",25,",,7",41,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-10-27,0.02,",,7,0730",0,",,7,",0,",,7,",52,",,7",41,",,7",42,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-10-28,0.14,",,7,0730",0,",,7,",0,",,7,",45,",,7",39,",,7",39,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-10-29,0.29,",,7,0730",0,",,7,",0,",,7,",46,",,7",38,",,7",41,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-10-30,0,",,7,0730",0,",,7,",0,",,7,",54,",,7",30,",,7",34,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-10-31,0.39,",,7,0730",0,",,7,",0,",,7,",57,",,7",34,",,7",54,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-11-01,0.18,",,7,0730",0,",,7,",0,",,7,",55,",,7",42,",,7",44,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-11-02,1.25,",,7,0730",0,",,7,",0,",,7,",45,",,7",39,",,7",40,",,7,0730",1,",,7",,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-11-03,0,"T,,7,0730",0,",,7,",0,",,7,",48,",,7",37,",,7",38,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-11-04,0,",,7,0730",0,",,7,",0,",,7,",47,",,7",31,",,7",37,",,7,0730",,,,,,,,,,,,
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-11-05,0.24,",,7,0730",0,",,7,",0,",,7,",53,",,7",37,",,7",48,",,7,0730",1,",,7",,,,,,,,,1,",,7"
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-11-06,0.26,",,7,0730",0,",,7,",0,",,7,",54,",,7",44,",,7",54,",,7,0730",1,",,7",,,,,,,,,1,",,7"
USC00200228,"ANN ARBOR SE, MI US",42.2416,-83.6933,253.6,2018-11-07,0.05,",,7,0730",0,",,7,",0,",,7,",54,",,7",40,",,7",40,",,7,0730",,,,,,,,,,,,
